ID,Comment
  daniel,진군하고 있는 혁명국의 발자국 소리와 홀로 성 안에 남아 마지막 독백을 내뱉는 외로운 왕의 모습이 그려진다
  최원준,몇번을 봐도 소름돋는 인트로..bb
  예,마음속 어딘가 벅차오르기시작하고 뭉클해지면서 날 흥분의 도가니로 데려감ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이게 엔돌핀이였구나
  아동컨텐츠없애라,이게 녹음이 아닌게 더 대박임.ㅋ
  에딩턴 광도,확실히 2008년에 비해 좀 음이 안나오는것 같긴한데 12년뒤라는거에 놀라야됨
  파시,빡빡이형 드럼이더맘에든당^^형사랑해^^
  김시은,3:10 그 부분 들어갈 때 팔찌 불빛 다 켜지는거 완전 대박이다..
  가하하,저  빡빡이형님이 이영상의 40프로는 했다고 봅니다 . 저 빡빡이형 북치고 종치는거때문에 이 영상 보게 됩니다 .너무 신나게 쳐요.
  섭,신이 만든 멜로디
  히히,2020-7-20 월요일 시험 마지막날 전날..이 노래를 듣고 있으니 다 풀어버릴것만 같다..그러곤 깨닫겠지 그건 진짜 소금과 모래 기둥위에 있던 꿈이었다고..
  리틀포레스트,내 버킷리스트중에 크랜베리스와 콜드플레이 공연 보는건데 크랜베리스는 못보게되버려서ㅜㅜ 더더욱  콜드플레이는 진짜 꼭 봐야겠으니 제발 세상사람들 코로나 종식되게 마스크 꼭 착용해주세요ㅜㅜ
  이이리,빨리 시진핑핑이바이러스에서 완전히 벗어나길
  가갸,이건 주기적으로 봐야해..
  ᄒᄋᄅ,비트가 ㅈ사기다
  sm k,집에서 운동할때 틀고 하면 평소보다 좀더 많이함
  소작,내한 꼭 다시 와주길  바래요! 코로나로부터 건강한 지구가 되길 기도합니다-
  무명실,막 뭔가 다들 신나고 이러니까 나도 덩달아 기분좋아 샤워하면서 들으면 공연장 온것 같아서
  잼민로즈,노래 제목생각 않나서 북치는 노래라고 했더니 뜸ㄲㅋㅋㅋㅋ
  Park,ㄹㅇ 사슴이 웅장해 진다 라는 표현에 알맞는 영상이다
  이승헌,오 가사번역 황석희님이네
  마슬로우,갓석희님 제발 어벤져스 시리즈 마지막 번역해주시기를....!!! ㅠㅠㅠㅠㅠㅠㅠ
  한윤지 Lily,멜론으로 들을땐 이런느낌안남 ㅠㅠㅠㅠㅠ
  가온,높이 점프하다 힘빠져서 넘어졌는데 주변이 너무 행복해서 계속 웃음이 나오는 상황 같음
  choi,콜드플레이 콘서트....죽기전엔 꼭 한번 갈거야...
  •* ̈*•. ̧ ̧ઇଓ •,음식을포기하고 음악을 선택한자들이란.. 대단하다
  재식 박,도도한 주님의 말씀뒤에 광야에서 홀로 기도하시는 그분의 외로움 아참 그립습니다  주님 이 당당함과 힘이
  RACHE   라체,진짜 이거보면 자유롭다는말밖에 안떠오른다
  조진영,오오오오
  gs,주제가 신선하고 너무 좋다 우리나라는 너무 사랑 연애 이별 이런거에 집착 아닌 집착을 하는듯
  첫입_,음악은 세계를 뒤 흔들고 음식은 위장을 뒤 흔든다
  캥거,난 단순한 음악이아니라 전세계가 내음악을 듣게할것이다
  돈이형님,우크라이나 전쟁 뉴스 접하며 매일 오게 되네요. 푸틴 아저씨 듣고 계신가요.
  호지,영국이 ㄹㅇ 세상을 지배하긴했지..
  이상민,하 그냥 소리지르고 싶다
  카리,"I used to rule the world난 한때 세계를 지배했지seas wolud rise when I gave the word내 말 한마디에 바다엔 파도가 일었어Now in the morning I sleep alone하지만 이제 아침에는 혼자서 잠들고Sweep the streets I used to own한때 내 것이었던 거리를 청소하지I used to roll the dice때론 주사위를 굴렸어Feel the fear in my enemy's eyes적들의 눈에 공포를 느끼며Listen as  the crowd would sing군중들이 노래하는 소리가 들려와Now the old king is dead Long live the king이제 늙은 왕은 죽었다 새로운 왕 만세One minute I held the key잠깐동안 난 권력을 쥐었었지Next the walls were closed on me다음순간 난 좁은 감옥에 갇혔어And I discovered the my castles stand 그리고 나의 성이 소금기둥위에Upon pillars of salt and pillars of sand모래기둥 위에 서있는것을 알았어I hear Jerusalem bells a ringing예루살렘 의 종소리가 들려Roman Cavalry choirs are singing로마 기병대의 성가대가 노래하고 있어Be my mirror,my sword and shield나의 거울,칼,방패 가 되어줘My missionaries in a foreign field낯선 땅에 있는 나의 사절들이여For some reason I can't explain어떤 이유에선지 난 설명할수 없지만I know saint peter won't call my name 성 베드로가 내이름을 부르지 않을걸 알지Never an honest word그곳엔 진실된 말이란 전혀 존재하지 않았어And that was when I ruled the world그리고 그건 내가 세계를 지배했을 때였지간주중I hear Jerusalem balls a ringing예루살렘의 종소리가 들려Roman Cavalry choirs are singing로마 기병대의 성가대가 노래하고있어Be my mirror,my sword and shield나의 거울,칼,방패 가 되어줘My missionaries in a foreign field낯선 땅에 있는 나의  사절들이여For some reason I can't explain어떤 이유에선지 난 설명할수없지만I know sanit peter won't call my name성 베드로가 내 이름을 부르지 않을걸 알지Naver an honest word그곳엔 진실된 말이란 전혀 존재하지 않았어And that was when I ruled the world그리고 그건 내가 세계를 지배했을때였지"
  이윤서,이야 이건좀 레전드네
  김경민,콘서트 가는것에 관심없는 사람도이영상 보면 관심이 생긴다
  방방,제목 몰라서 비바람이다 치니까 나오네..
  펙코인젓갈,다신 있을수 없는 이런 콘서트 젠장 코로나 마더 퐈커
  강양이,역시 브라질 뜨겁다ㅎ
  정세욱,시험공부하다가 이거 들었더니 하버드도 갈것같은 느낌임
  정현우,입에서 뱉는나라에서 고든램지가 나온건 기적이라고 말할수밖에 없다 ㄹㅇ
  민트맛짜장면,마스크도 안쓰고 사람들이 모여있네 부럽다
  은김시,주토피아에서 콘서트 열면 이런 느낌일듯
  정지,역사 공부하며 들으니 내가 마치 강감찬이 된 느낌
  김정현,이거왜2년전노래야
  박지원,매번 공부 시작하기 전 마다 듣는데 대학 붙고 다시 온다
  Lily Baek,가고싶다. 현장에~~ 코로나여 빨리 떠나라
  신녠,북소리 기분 올려주고 노래 무슨 자신감을 올려주고 콘서트 분위기가 내 행복감 올려주지만 시험 등급은 내려줬다 ㅎㅎ
  오현준,아멘!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
  눈물요정이동해,이거 오케스트라.. 첼로로 하는데.. 난 이렇게 신나는 곡인지 몰랐지..
  빠찌뚜찌,1:05 기네스펠트로인가요?
  박진영,ㅜㅜ 2017년 생각난다ㅎㅎㅎㅎ ㅎㅎㅎㅎㅎ크리스 허리에 태극기가 걸려있고 풍선휘날리고 꽃가루 날리고  진짜 최고였는데 
  조도준,이미 서울대 붙었다
  신겨울,이렇게 만드니 영화의 일부분 같아보여 ㅜ
  현상바라기💙,슈밴에서 하현상이 부른노래 쵝오♡
  별똥별아안녕,꿈만 같다..저 현장에 있는 것은 돈으로 살 수 있는 가장 큰 행복 중 하나인 것 같다
  슈림🥯,아니 쇼미 비바라비다를 치니니까 이게 나오네ㅋㅎㅋㅎㅋㅎ
  김밍구,공부 하기 싫구 자존감 떨어질때마다 한번씩 보구감 내가 뭐라도 된거 같은 기분 들게 해줘서
  2709박나현,어떤 노래든 알람소리로 해놓으면 듣기싫어지는데 이건 예외임.
  이창민,4개월 후 서울대학교 합격해서 돌아오겠습니다. 화이팅!
  행,17년 내한때 못간게 아직까지 한이 될 줄이야ㅠㅠㅠㅠㅠ
  우정,북치는 아저씨 박자감 장난 아니네 저렇게 시끄러운데 한번도 안 흔들림ㄷㄷㄷ
  적분상수,3:02 부터 워워워~ 할떄 소름돋는다
  ㅣㅣㅣㅣ,음원보다 라이브가 훨씬 나은듯
  Z Qwert,에팟 프로 스테레오 공간화 끼고 들으니깐 ㅈ리네여...
  ScaniaKDT,하루종일 귀에서 울림ㅋㅋㅋㅋㅋㅋㅋ
  박민결,댓글에 북치는 빡빡이 아저씨가 많은데 저분 이름은 윌챔피언 입니다이름도 간지 챔피언 크으
  Benji,"Be my mirror, my sword and shield하는 부분 말인데요, '내 거울과 검과 방패가 되어주오' 가 아니라 '내 칼과 방패야, 내 거울이 되어주오' 가 아닌가요?왜냐하면 문맥상 칼과 방패가 내 행적을 드러낸다는 의미를 담고 있기도 하고, 문법상으로도 번역가님의 뜻대로 되려면 sword뒤에 콤마가 하나 더 와야허기도 하고, my mirror이라고 한 시점에서 sword앞에만 한번더 my를 붙이는게 어색합니다."
  최재경,진짜 보헤미안 랩소디 처럼 영화로 만든 느낌ㄷㄷ
  BLACK,우리의 일상이 넘 그립다 ㅠㅠㅠㅠ 코로나가 빨리 종식되어야하는데
  니말은틀렸으니깐닥쳐봐,찢었다
  박샐리,팔 안 아프신지 계속 북 치는 아저씨 헤어나올 수가 없네️
  [J]Mic C,슈퍼밴드 보고왔지만 결국엔 여기다
  陽斗前田,저기 북치는 분 팔뚝봐 맞으면 골로가.. 북은 엄청난 체력과 힘이 필요하다..
  대한민국뽕,조명말고도 빛나는게 있네.. 밤인데ㅠㅜ
  싸가트,새벽1시 에어팟 프로와 함께 듣는데 소름돋는다.
  닉네임,이사람들이 그 유명한 콜드플레어인가요
  ㅇㅇㅇ,듣자마자 소름이..
  Ti Ven,이노래 제목 까먹어서 북치는 대머리 치니까 나옴 ㅋㅋㅋㅋ
  ᄒᄒᄒ,2021.02 오는사람 있죠?코로니 이겨내봅시다 화이팅Ps북소리 지분 70퍼 옆집 thunder 보고와도 이게 ㅈㄴ 웅장
  불가사리,수능날 이거 들으면 뭔가 울컥할거같음
  Crystal lim,퀸 보헤미안랩소디급이다 개소름이네
  77mood,1:24 한 이쯤부터 들리는 종소리 개좋내
  단비,노래 슬픈데 신나게 불러
  소고기,이거 들으면 내가 다 이긴것 같음
  문과,슬로우모션  ㅈ간지다 ㄹㅇ
  유애경,이 영상은 닭살 3번이상 필수
  백화,"방!방! 바방,방!방!방!방! 방!방!바방,방!방!방!방!연속되는 비트가 참 흥이나고기분이 좋습니다~~ "
  이창현,roll the dice를 진군하다로 번역하신건 왕이었다는 노래의 스토리를 반영한건가요? 아니면 카이사르의 주사위는 던져졌다에서 착안한 의역인가요? 궁금하네요
  이준영,3:13 여기서 소름 오짐 ㄹㅇ..
  *코코,우리의 소대가리도.
  해달,1:04 우리의 마음
  누구세요,이게 그 태버 비바라비다인가
  Meue,이 노래를 저희집 구피에게 들려줬더니 포세이돈이 되었습니다
  조석영,1절 끝나고 왕관 벗는 퍼포먼스 뭔가 느낌있당
  무쌍린가두,쫌만 듣고 가야지 했는데 쭉 듣게되냉
  미사키,수능 가즈아~~
  SeungYong Lee,가슴이 벅차 눈물이 난다
  다니정,지금도 듣는사람?
  는우리,프리다 칼로의 그림을 읽다가 왔는데 ~ 내일 아침부터 당분간은 출근하면 곧 이곳 열어서 이 음악 듣는 것으로  하루를 사작할 듯.
  왈왈이,매일 망치질 해서 아는데 북 치는 형 체력 존나 좋다
  김나영,2:12 북(?) 치시는 분 찐으로 놀라셨어ㅋㅋㅋㅋㅋㅋㅋㅋ
  Minsly,왜 오혁이 tomboy 를 만들면서 떼창 노래를 한번 만들어보고 싶었다 했는지 느끼게 해주는 노래
  fw mm,다시 한번만 와줘 제발..
  도우,아직도 듣는 사람
  갱두,라때는 말이야를 듣기좋게 바꾼것의 예
  마루꺼!!!,너무 감동받았습니다 포트를 삭제하고 아이폰을 없애겠습니다.
  69 3,노래 너무 너무 좋은데 너무 힘들어보여...
  이정현,입에 넣는건 못하지만입에서 빼는 건 잘하는나라
  원섭c,콜플 내한공연 티켓팅 실패한건 정말 제 인생 최악의 실패에요 
  스토테,솔직히 점핑 하고 같이 뛰어 놀면서 들을만한 텐션의 노래는 아닌 듯
  김주찬,뭔가 지구를 대표하는 노래같음
  Lucía,북치는 남자. 윌 챔피언 근육 너덜너덜해지것다
  ENTP,정말 뜬금이지만 뒤에서 계속 북치는 사람 두더지 게임 잘하겠다
  매수왕갈빙,2:11 북치는 사람 놀랜거봐 기여워ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
  벌꿀오소리,절대 한글을 까는건 아닌데 우리나라도 영어를 썼다면 강남스타일 말고도 월클이 많았겠지..ㅠ
  짬보테라비전의 사이바렉카,나 인문학 동아리 할때 강사분이 틀어주셨는데 어떤 화가랑 관련이 있고 그 화가는 어릴적에 교통사고를 당했어 아마 특징은 일자눈썹인데 누군지 아는사람 대댓 달아주면 고마울거 같아
  이상현,난 왜이리 저 북치는 대머리분이 멋있냐...개멋있네
  강래현,아아아 비바라비다 비바라비다
  손민혁,원하는 대학교 합격하면 다시오겠습니다.
  김수연,진짜 가고싶다 진짜진짜 나도 영상 속 일부이고 싶다 나도 갈래ㅠㅠㅠ
  김양찬,음원사재기 땜에 빡처서 귀정화하러 옴
  00직업군인,저렇게 큰 화면보다 큰 스피커가 더 좋다고 생각한다
  하루작은,"내가왕이니 명령을하겠노라 그대들은 환한미소, 힘찬함성, 옆에있는제군들과 박수를치시오 나는 그대들을 지휘하겠소"
  chanoo,2:05 점프!
  moon pe,0:07 와 씨 인기가 얼마나 많은거야 ㅋㅋ무슨 불개미떼 같아 ㄹㅇㅋㅋ 노래가 개좋긴함
  랑소랑소,아우 제목기억안나서 북치는베이스 치고들어왔네ㅋㅋ
  김한결,"고등학교 합격해서 오겠습니다, 약 100일 남았다."
  선율,부모님 세대는 퀸우리 세대는 콜드플레이
  Oblongata,이걸 듣기위헤 노캔 헤드셋을 샀구나 ㅁㅊ 천국간다
  AP RO,노래이름이 '비바라비다' 인데 '비바람이다' 라고 검색하면 뜸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 개웃기네
  July Jay,이 곡의 모티브는 없다 7월 혁명의 샤를 10세라고 하기엔 후렴구의 예루살렘과 로마 기병대는 맞지않는다 혁명가 라는 단어는 로마제국의 네로 황제시절과는 맞지않고 그래서 모티브가 없는거다 이곡은
  재원이애비,중국우한폐렴 종식되면 전세계라이브로 이노래 틀어줬으면 좋겠다 그날만 빈다..
  mn mu,슈퍼밴드 하현상팀 커버 영상 추천 !!!
  엌뭘봐,저렇게 뛰어다녀서 저런가 숨차해서 라이브가 좀 눈물나네
  농농,와... 저때 코로나 확진자 한명있으면 어캐될까??
  카브포고,이건 저스틴비버도못 따라해..
  새남,1.25로 들으면 진짜무대 위에 콜트플레이가 혼자남음.
  생수온도빛이,정말 좋아하는 얼음땡
  함박스테이크동연,여기 그 댓글 어디갔지?? 2:10 만약 이때 실수해서 손 찧고 아아악! 이러고 공연장 갑분싸되면 어땠을까 하던 거 ㅋㅌㅋㅋㅋㅋㅋ
  최정환,혁명에 성공해 왕의 자리에 앉은 새로운 왕과 쳐형직전의 폭군이 대비되며 한쪽은 새로운 시작을 한쪽은 완벽한 몰락을 나타내는 음악같다
  김라캄이,코로나 ㅈ같아서. 희망을 잃을거같아서. 공부가 힘들어서. 취직이 힘들어서. 또 들으러 왔다!
  gg -,이런노래특애들끼리 부를땐 아는부분 열창후 모르면 으으음음혼자 부를땐 화장실이 노래방
  HW,예수님 오시고 난 뒤의 루시퍼의 고백같은 가사네여
  Jay Park,마스크 없던 시절이 그립다
  ღ용다,북치는데 중간에 손넣는 클라스ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
  진민박,영국은 스킬포인트 다 음악에만 투자함 음식에도 좀 투자하지;
  yoon,2020 출석부릅니다.
  YoungCreatorForever,다들 사진찍기 바빠 폰만 들고있는거보다 훨씬 보기좋네
  밤하늘월량,시험 대략 6시간 30분뒤인데 지금상태:내일 국어과학:공부안하고하루종일 롤만하다가 밤에개쪼금함 개조짐
  수방,안가봐서 모르겠는데 저런 콘서트가는게 저리 즐거울까?다들  질질 싸려고하네ㄷㄷ
  두 럭,빚이 3억 있는데 이 노래 듣는순간 다 갚은거 같다
  왈왈🐶,난 왜 이것만 들으면 카카페에서 예전에 연재했었던 아기는 악당을 키운다 마지막 쯤이 생각나는 것 같지…? 네리아드 신전을 부수고 사람들이 환호 할 때 느낌?
  rOMEO Alfa,북치는 횽이 제일 신나..... . 북횽 보고 있는것만으로도 엉덩이가 들썩~~ 들썩~~ ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
  신유현,북치는 아조씨 진짜 대단하다고 생각중이였는데 종도 같이치네...?
  기프,10월 1일 추석에 똘삼의 디제잉과 함께 이 노래를 듣는다
  스타벅스보틀 Starbucks Bottle,He made a people one.
  김민종,올만에 보는데 소름이 싹도네
  잘못만들었다,드럼치는 사람은 무슨 발로 치는거를 손으로 치고있네 ㅋㅋ
  이예진,이 노래 전지적 박근혜 시점이라는 댓글 어디갔냐
  우유,저때 코로나였으면 끝짱 났겠네
  기묘한아랫것의 정신세계,이상하게 국뽕이 차오르는노래.........
  늦게핀 꽃이 아름답다.,밴드들이 좋은데 한국에서도 더 많은 밴드들이 흥하길~
  대구리전,"I used to rule the worldSeas would rise when I gave the wordNow in the morning, I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead! Long live the king!One minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells are ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was never, never a honest wordAnd that was when I ruled the worldIt was a wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh, who would ever want to be king?I hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldOh, oh, oh, oh, ohI hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
  K.M Na,"보통의 한국인이라면 대머리아저씨처럼 하다가 중도포기하면서 채 던졌다..,"
  DO,이노래는 들을때마다 진짜 항상 가사가 너무 좋다 ㅜㅜ
  재숭,시험기간에 들으면 망하는 노래 1순위
  배테랑,불교신도인데 끌리네 이 노래나무아미타불 비바라비다
  방구석 개구리,시끄러운게 아닌 웅장함..이건 진짜 희대의 띵곡이다..
  xia시아,진짜 노래 레전드였지... 처음에 나오는 리듬이 너무 좋아 
  40ph,이거 듣다가 젖꼭지 섰다... 진짜 콜드플레이는 전설이다...
  쉿조용,가슴이 웅장해진다... 진짜 콜드플레이는 전설이다...
  YANGSU LEE,
  Jerry Youn,2019년 4월 마지막주네... 다들 화이팅
  MONGMONG몽몽,어찌 생각하면 그냥 소리인 건데 이 정도로 감정에 울림을 주고 가슴을 설레게 할 수 있다는 게.... 음악은 진짜 신기한 거 같음
  메타,아 소름돋고 뭉클하고 ㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 너무 좋다
  CTID,들을때마다 다른 사람이 생각남 ㅠㅠ 예를들어 박근혜..
  시라소니,톤 진짜 예술이다즐겨듣는 가수는 아니지만 경이로워
  Synee,코로나끝나면 진짜 저런곳 가서 미친듯이 사람들이랑 뛰놀고 싶다
  병신장석영,저관객중 코로나 확진자 한명이 있으면 생각을 했는데 존나 끔찍하다
  행복을 찾아서,몇년이 지나도 가슴이 벅차오르는 노래중 하나가 이 노래인것 같다 당시에 EPL 경기 보면 진짜 많이 틀어줬는데
  고ᄌᄉ,2:11 북 칠 때 손 잘못 집어넣어서 맞으면 존나 갑분싸아니냐ㅋㅋㅋ
  바위,이 노래 들을때마다 조선의 왕이된기분이다.진짜 세상 저 꼭대기에서 모든걸 내려다보면서 자아도취하는 기분
  ??,이런 가사는 도대체 어떻게 쓰는거냐..
  강민성,이름 기억 안나서 대머리 북치는 이라고 검색하니깐 나오네
  k k,가수는 에릭센이고 드러머는 다이어네
  Kim Y.I,한국꺼 고화질은 없나
  tm pp,어떤 감성을 가지면 이런 노래를 만들고 이런 가사를 지을까.... 역사 공부 열심히 하면 되나요?
  조율,'라떼는 말이야~'를 간지나게 표현하는 방법
  FLO(플로우),이거 들으니 내가 왕인기분 ㄷㄷ
  김동우,02:08 누나는 똥을싸 냄비에 이 댓글보고 이 좋은노래에 자꾸 웃음만 나오네
  아름튜브 AhReumTUBE,시험보기 전에 자신감 얻으려고 왔습니다 
  전알파,이거 ccm 이에요 ? 가사는 ccm 인데...
  un sub Lee,2:12 ㄹㅇ 백인 북치는 형 표정 '어케했누?'
  세이도릎,영국은 음식을 포기하고 음악을 발전시켰다는 말 맞는말
  불편한진실,사람이 가장 아름답게 미쳐보이는 순간
  모든곡 1모든가수 1,진짜 개 ㅈ된다
  MJ,그 와중에 남미분들 진짜 이쁘네 ㄷ
  패닝,아직 듣고 있진 않겠지?
  한민,에이 설마 2020년 까지 계속 듣고 있나요???
  나는야먼지,북치는 빡빡이 아저씨 귀여워ㅠㅠ 손 넣으니까 눈 동그래져ㅠ
  소정,3:56  심취
  이도윤,전주만으로도 사람을 설레게 하는 노래 넘 좋다 한 때 이 노래에 빠져서 거의 한달동안 반복재생한 기억이 난다
  태준,리듬에 맞혀 심장이 뛰기 시작했습니다..
  김수환,통일후의 김정은이 나지막히 부를노래다
  Passionate,와씨 이런 노래였구나 역시 라이브가 짱이다 온 몸에 소름이 쫘악... 콘서트 가고 싶다
  이은재,Ah ~ 비바라비다 우린 비바라비다
  앉아,2:11 얼굴 표정이 딱 어케했누 같엌ㅋㅋㅋ
  kkkkkkkkkk,마지막에 떼창 개좋다 ㅠㅠㅠ
  이wdewceo,진짜 이 노래는 관중들이 함께 후렴을 불러줘야 완성되는 노래인 것 같다. 모든 관중이 오오오~하는 장면에서 소름돋네.
  suzan,나는 크리스마틴의 저 덩실덩실 막춤이 좋다 ㅋ
  nana ba,너무좋아.. 갑자기 훅 빠졌는데 연속으로 한시간동안 계속 듣고있는거같다 심장이 두근거러
  YOUTU3E,그 댓글 어디갔냐 2:12여기서 손 맞아서 으아악!!! 하면서 쓰러지면 갑분싸엿을텐데 하던글 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
  김예준,요오즘에도 듣는사람 출첵
  오징징,라이브 지린다..
  kyle,개인적으로 음원도 좋지만 라이브버전도 좋다!
  cityboy,다양한 의견이 있습니다 저는 최근에 유퀴즈에 나온 황석희님이 떠올라 다시 여길 방문했습니다. 무슨 수식이 필요할까요? 그저 영상 제목에 있듯이 by 영화번역가 황석희  이 자체만으로 그의 존재감을 당당히 보여준거같습니다. 작가님이 여기를 볼지 안볼지 모르겠지만 멋있습니다 선배님
  마리아,음원버전과 공연 녹화 영상 다 들어보곤 하는데 언제나 느끼는 건 공연 현장에는 음원에서는 느낄 수 없는 감정이 녹아있다는 거다.
  서성 예술,??:Ah~우린 비바라비다 비바라비다~
  정현서,2:11 wow.. 
  yama king,그냥 이 노래 들으면 심장 뛰고 설렘뭔가 다 될 것 같음
  김두환,1:04 개웃기네ㅋㅋㅋㅋㅋㅋㅋ
  유소현,원곡보다 이 버전이 너무 좋다 ㅠㅜㅠㅠㅜ자막도 그렇고 뭐든 다 웅장해져보이는 병에 걸림
  권기원,볼때마다 느끼는데 황석희는 번역 정말 잘한다
  무찌,화이팅
  김나영,이 노래 전주부분만 듣기 시작하면 소름이 쫙 나고 화려한 조명이 내 주위를 감싸고 있음
  아응애예요,강연100도씨…
  익명,3:17 3:17 3:173:17 3:17 3:173:17 3:17 3:17
  돌진광전사,가사와 함께 들으니 소름이 ㄷㄷㄷ
  돌이에요,진짜 가슴이 웅장해진다...
  프랭크 램파드,2022도 왔습니다
  로켓펀쳐 훈이,최고다 진짜...
  ㅊㅈ,이노래에 싫어요 를 누른 사람은 종교가 불교이신가 보네요
  김호떡,이거 들을라고 에어팟 프로 샀다
  모냥monyang,이 노래 처음 들을 때나 지금이나 희열감은 항상 같은듯ㅋㅋㅋ 그래서 콜드플레이 노래가 좋음
  꾸뀨꾸,볼때마다 소름이다 ... 레전드 그 자체
  김형민,전지적 코로나 시점인가요
  한건희,콘서트에서 진짜 fix you랑 이거랑 연결해서 부르는건 콜드플레이 신의한수다 대박이다 다들 fix you 듣고 다음곡 바로 비바라비다 연결해서 들어보세요 감동 두배임
  White Randy,어쎼신 크리드인가....?
  이나림,나 이거 때문에 cd플레이어 블루투스 되는거 7만원짜리 사서 본다 이거 때문에
  가영,진짜 한 번만이라도 콜드플레이 콘서트 가보고 싶다
  에에어,2:11 북치는거 사이로 손 넣다 뺀거ㄷㄷㄷ
  김효준,북치는 소리가 가슴을 뛰게 하고 가사가 마음을 울린다.
  정현진,이거 진짜 안잊혀진다.볼때마다 전율이..
  슈퍼 뚱맨,이노래 제목이 뭐임?
  b612,Legend of music historyI like this song.
  힝찌,"에어팟 프로의 순기능.,."
  최준우,2019년 12월 이영상 보러온사람 손!
  신희원,와 끝까지 드럼 박자 안놓치고 치는 거 대단하다..
  김미아,왜이리 눈물이 나는지.정말 감동이네요.음악 관객 가사 연주자 이 모든 것이...
  매력적인감자,와 압도된다
  지사학의원리,진짜 조용한곳에서 이어폰 끼고 눈감으면...고3 생활을 버티게 해준곡
  초록딱지,쿠팡보고 뽕차서 보러옴 ㅋㅋ
  난지구당,1:04ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아노ㅓㅋㅋㅋㅋㅋㅋ
  다락귀신 Vl,멋찌고 신나는 노래네요 ㅎ 너무 좋아요. 기운이 넘쳐요
  KBB,이 뮤비로 보니까 기존 뮤비와 느낌이 아예 다르네 ㅎㄷㄷ
  하앙,1:19 오빵 빌려주세요 빌려주세요
  클레오빡돌아,와 영상으로봐도 이렇게 떨리고 신나는데 가수들이나 현장에 있던 팬들은 진짜 아드레날린 폭발했겠다ㅠㅠㅠ 나도 느꺼보고싶다ㅠㅠㅠ
  이은성,자꾸 드럼 치는 우리 윌 놀리시는데... 초창기땐 머리있었어요 ㅋㅋㅋㅋ 좀 험악하긴했지먼...
  한상우,2:12 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 ㅅㅂ ㅌㅌㅌㅌㅌㅌㅌㅌㅌ장난치다가 봉으로 맞아서 노래 부르다 비명지르고 중단되는거 상상함ㅋㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ
  CH.2,와 저걸 라이브 현장에서 직접 들었다면
  박수빈,진짜 이 노래는 들을 때마다 전율이 옴... 그리고 특히 라이브가 더 빛을 발하는 노래인듯ㅠㅠ 막판에 관중들이 다 같이 노래하는 건 진짜 봐도봐도 소름 쫙
  누o,이런 노래가 11년전에 나왔다는 사실이 너무 놀랍다
  가나다,너무 즐거워 보인다. 가수도 관객도ㅎㅎ
  귤귤,썸네일 석경이가 걸어가는 거 같네
  ㅇㅇ,ㄹㅇ 인류 최고의 노래 중 하나 아니누
  바텀에서 사랑을 만나는랄로,원래 피닉스박이 쫒겨나고 뒤지는 내용일텐데..왜 도파의 페이커 상대로 3연승 하고 왕이 되는 느낌임?
  Zee An,진짜 이런 곡은 어떻게 만드는거야......몇십년이 더 흘러도 기억될 소름돋는 명곡
  ᄋᄋ,자기가 좋아하는 노래로 성공해서 저렇게 많은 사람들이 자기 노래를 따라 부르는걸 보면 얼마나 행복하고 북받칠까
  김재하,진짜 자기 노래를 저렇게 많은 사람들이 같이 불러주면 어떤 느낌일까..
  Ball Nut,김정은이 꼭 들어야하는 노래
  김경민,역시...이게 음식을 묻고 음악을 더블로간 나라의 밴드인가..
  한복,콘서트 마렵다 진짜 ZH로나 짜증난다
